id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
882186352794962538,"2-Bed, 2-Bath, Brand New apt. Super Clean!",349206204,Sholom,,West Ridge,42.00357,-87.69858,Entire home/apt,,2,48,2025-01-12,2.32,1,167,22,R23000103011
882212649694134413,Charming 2BR Gem:Just a 3-Min Stroll to the Train,25074085,Joe,,Logan Square,41.92541959714492,-87.69548820660364,Entire home/apt,110,2,62,2025-03-11,2.87,5,346,38,R22000084073
882409852732328510,Private Room in a Shared Living Space,386172585,Jay,,Englewood,41.76472619095807,-87.65103678260286,Private room,,32,2,2023-11-04,0.10,2,365,0,
882483449809358247,"Blueground | Edgewater, nr Lake Michigan",107434423,Blueground,,Edgewater,41.9894945,-87.6557771,Entire home/apt,163,32,2,2024-02-22,0.13,597,317,0,
882498249324146262,KNG+QN 2bed/1bath by museums/UChicago/free parking,379820347,Gabriel,,Hyde Park,41.8016954,-87.6036702,Entire home/apt,151,2,53,2025-03-02,3.12,8,38,51,R24000112889
882518314810628634,Shared Room w/ Balcony  Near Jackson Park Hospital,691000,Antoinette,,Auburn Gresham,41.75262681404925,-87.65488761954482,Shared room,33,32,2,2024-08-13,0.10,3,365,1,R17000014173
882677861339924554,Gorgeous 2br/2ba w Awesome View!,33127842,Kari,,Loop,41.8869919,-87.6250007,Entire home/apt,,32,1,2023-11-26,0.06,17,202,0,
882728325211551809,Comfy Chinatown Chicago - Central & Close to Train,434301609,Andy,,Armour Square,41.85161549661521,-87.6342032365484,Entire home/apt,157,2,73,2025-02-23,3.38,1,282,49,R24000118311
882794700994439691,"2R - Modern ""Owner's Unit” Condo - Pet friendly",2010015,Martin,,Avondale,41.9345302,-87.72014320000001,Entire home/apt,59,32,7,2025-03-02,0.45,6,314,5,
882831177126829967,Beautiful Family Home in North Center near Wrigley,9018606,Michelle,,North Center,41.9563035805099,-87.68180696570138,Entire home/apt,380,3,62,2025-02-17,2.75,1,198,33,R23000101282
883045183879489124,3BR Elegant Glass Penthouse Pool With Deck & Gym,37190789,Jason,,Near West Side,41.88297,-87.65116,Entire home/apt,398,3,51,2025-02-23,2.26,2,161,28,R23000097035
883137402588150429,The Central Sanctuary (2BD / 2BA),1118796,Stephanie,,Near South Side,41.86267494922655,-87.62293311979505,Entire home/apt,236,6,72,2025-03-09,3.27,20,321,33,R23000096221
883149318101517996,Highrise Hideout (2BD / 2BA),1118796,Stephanie,,Near South Side,41.86262,-87.62257,Entire home/apt,248,6,64,2025-03-06,2.91,20,235,32,R23000100464
883432475221605078,Centrally Located Swedish Design Andersonville 2bd,68070995,Eliza,,Edgewater,41.98069,-87.66451,Entire home/apt,106,2,38,2025-03-02,1.73,1,341,26,R24000115434
883478455662104871,"Cozy Condo - Downtown, ChinaTown, McCormick Place",120553080,Charles,,Armour Square,41.83968,-87.63167,Entire home/apt,,1,20,2025-02-23,0.95,1,1,15,R25000125712
883501499698672837,Private bath. 1/2 block pink train. Close downtown,1385332,Pattaraporn,,Lower West Side,41.85857885097028,-87.66929516639176,Private room,42,32,3,2024-06-12,0.15,18,355,2,
883545643482655632,Master bedrm. Pink train. Pilsen/UIC. Parking,1385332,Pattaraporn,,Lower West Side,41.85883,-87.67083,Private room,45,32,3,2024-12-20,0.20,18,1,2,
883602864870242954,Apt in the heart of Pilsen,108894936,Juan,,Lower West Side,41.8558,-87.67105,Entire home/apt,,1,15,2024-09-02,0.66,2,286,6,R21000075858
883617605151757675,Chicago Home Near Navy Pier & Shedd Aquarium!,121719854,Evolve,,Chatham,41.72673,-87.61008,Entire home/apt,182,2,14,2024-09-02,0.65,25,348,5,R23000098506
884049933896242006,"Spacious Studio in Lakeview, Close to the Action",74888714,Jessica,,Lake View,41.95057,-87.65652,Entire home/apt,96,32,9,2024-06-05,0.44,4,342,1,R23000102367
884208947873631974,Cozy Room in Austrian Villa,240748387,Ray,,Austin,41.91017,-87.79651,Private room,287,32,0,,,1,365,0,
884221890764246556,West Loop Apt w/Chef's Kitchen - September Sublet!,2597363,Emily,,Near West Side,41.87824,-87.64588,Entire home/apt,,32,2,2024-09-20,0.10,1,0,1,
884315758441746843,B4 Near Cermak-Chinatown CTA + Kitchen & Laundry,436959191,Yan Na,,Armour Square,41.84931678014902,-87.63607930050273,Private room,34,1,71,2025-02-17,3.19,18,342,39,R25000126534
884488646539076768,"Blueground | W. Loop, deck, pool & gym, near L",107434423,Blueground,,Near West Side,41.8850096,-87.6440271,Entire home/apt,174,32,0,,,597,266,0,
884951679986490906,Luxury Villa 10 mins to Downtown,177511412,Joceline,,South Lawndale,41.84859,-87.70258,Entire home/apt,150,2,23,2024-12-02,1.05,8,352,12,R23000097080
885104325159968410,No Place Like Gnome at Wrigley,3230291,David,,Lake View,41.94761,-87.65823,Entire home/apt,78,2,82,2025-03-10,3.70,21,330,48,R24000120949
885110514696247236,Pink train 1/2 blk. Private bath. On 18th st. UIC,1385332,Pattaraporn,,Lower West Side,41.85912168011714,-87.66903523273649,Private room,48,32,6,2024-09-18,0.28,18,249,3,
885315799445182066,Classic Chi Apt- Walk to El,28169869,Kendall,,Logan Square,41.930130949881594,-87.72095903797222,Entire home/apt,145,1,35,2025-02-16,2.97,1,225,35,R23000109799
885364362467911717,Efficiency Living: Compact & Convenient,32344711,Shawn,,Rogers Park,42.01309869828138,-87.66685195519882,Entire home/apt,50,32,3,2024-04-11,0.18,1,147,1,
885498900047894359,2BR Luxurious Apt with In-unit Laundry,488113016,Alexis,,Edgewater,41.97878,-87.66934,Entire home/apt,131,1,66,2025-02-17,2.95,7,119,42,R23000104583
885506184654919257,M-Cute studio centrally located,170551048,Lyn,,Lake View,41.95419549815605,-87.66899496830227,Entire home/apt,70,32,15,2024-11-19,0.69,22,326,5,R22000093163
885668376257061168,4-Bedroom Condo Near Fulton Market w/ Rooftop,78507976,David,,West Town,41.89618,-87.67897,Entire home/apt,276,2,55,2025-02-24,2.50,3,1,28,R24000119295
885767542283284167,Modern loft style with access & convenience,3441521,Claire,,West Town,41.89429,-87.67785,Entire home/apt,114,3,17,2025-02-16,0.80,1,321,16,R24000115185
885843923967649226,Tranquil Haven: Cozy Blue Room,53369303,Blessing,,North Lawndale,41.863768733830376,-87.73188110317875,Private room,35,10,6,2024-11-22,0.30,2,172,5,R23000101257
886216778024388990,RockStar Pad W3A BoysTown/Wrigley Field/Parking,2738870,Will,,Lake View,41.95314116690816,-87.64974854886532,Entire home/apt,122,1,150,2025-03-10,6.82,1,247,83,R23000106136
886502718457112534,Private bedroom in Roger’s Park,485390604,Rudia,,Rogers Park,42.0143,-87.68296,Private room,31,2,30,2025-01-17,1.42,5,360,15,R22000094268
886673555577985294,"Blueground | Gold Coast, doorman & gym, near L",107434423,Blueground,,Near North Side,41.9080259,-87.62638960000001,Entire home/apt,127,32,0,,,597,1,0,
886754348639545629,Queen Bed Self Check in near Downtown Chicago w2,427448136,Juana,,Armour Square,41.84078863469603,-87.63105735761512,Private room,31,1,76,2025-03-06,3.46,4,279,41,R23000111238
886760623742332015,"Blueground | Gold Coast, doorman & gym, near L",107434423,Blueground,,Near North Side,41.9080259,-87.62638960000001,Entire home/apt,122,32,2,2024-06-02,0.13,597,355,1,
886768668260097617,"Blueground | Gold Coast, doorman, nr Mariano Park",107434423,Blueground,,Near North Side,41.9080259,-87.62638960000001,Entire home/apt,152,32,0,,,597,1,0,
886872247715058143,McCormick 2B/2Ba for up to 8 guests w Skyline view,395498979,Milan,,Near South Side,41.855616460759634,-87.62359931297661,Entire home/apt,,2,55,2025-03-09,2.52,69,1,34,2792126
887149600567104079,Grace Place in Wrigleyville,127199563,Angela,,Lake View,41.9508752,-87.65628149999999,Entire home/apt,172,2,44,2025-03-09,3.27,1,48,40,R23000110704
887262473629708724,Bronzeville Tribe Palace Loft,513860142,Richard,,Grand Boulevard,41.822221160978756,-87.61659334546633,Entire home/apt,225,1,36,2024-11-17,1.64,2,256,16,R23000101674
887569464410373355,"Blueground | Gold Coast, gym, nr shops & park",107434423,Blueground,,Near North Side,41.9080259,-87.62638960000001,Entire home/apt,152,32,0,,,597,303,0,
887647069063728556,"Mins. to Downtown & West loop!
Entire Apt.",191365971,Neha,,Lower West Side,41.85977277408185,-87.65201987337205,Entire home/apt,159,2,88,2025-02-23,4.02,1,170,50,R23000099690
887657375154296515,Chic and Cozy Getaway near Loyola Park,96730613,Demitri,,Rogers Park,42.0088909,-87.6670962,Entire home/apt,76,2,55,2025-02-23,2.58,25,257,37,R23000102286
887659847872760176,Stylish and Comfy Studio near Loyola Park,96730613,Demitri,,Rogers Park,42.0088909,-87.6670962,Entire home/apt,89,2,56,2025-02-24,2.57,25,0,23,R23000102288
887683905867915239,"St.Bens, Jacuzzi, EV Parking! Steps to Brown Line!",119669148,Tara,,North Center,41.95256,-87.67971,Entire home/apt,405,2,5,2025-01-23,0.28,4,342,3,R24000117283
887781012435494101,Short Term Gem,213632,Maria,,Near North Side,41.89437,-87.62269,Entire home/apt,125,32,1,2024-04-03,0.09,1,1,1,
887884578137379510,Old town green palace,66992669,Leonardo,,Near North Side,41.90453,-87.63859,Entire home/apt,134,2,91,2025-03-12,4.16,2,270,59,R23000099614
888302782916954401,"Clean, Bright Chicago Apt in Bucktown/Logan Square",136657891,Norma,,Logan Square,41.91796759719179,-87.68804233459612,Entire home/apt,166,1,96,2025-03-10,4.75,1,81,59,R23000104399
888384213321865016,Pilsen Central Gallery,14988400,Sharon,,Lower West Side,41.85864234522331,-87.66374247698207,Entire home/apt,,3,22,2024-11-24,1.39,5,0,21,R23000109318
888412962571500107,"Hot Tub, Sauna, Zen Garden Oasis | Central Chicago",29068909,Wendy,,Bridgeport,41.83847,-87.6507,Entire home/apt,275,1,52,2025-03-09,2.41,1,198,32,R23000102298
888482407569300023,*M RmE: MULT LOCATlONS•Monthly•Student•PRlV.BATH,377884322,Kathryn,,Near West Side,41.88130987417567,-87.68241215071745,Private room,58,32,0,,,27,365,0,
888628726797097464,Modern 3BD/2.5BH w/ Roof Top Deck & Garage,5454715,Melissa,,West Town,41.904838316824296,-87.67795213647737,Entire home/apt,,365,22,2024-03-04,1.10,1,0,0,R23000103135
888634601325889924,"1Bd apartment, near CTA",266336247,Pro Aquatics Academy,,Irving Park,41.95297303937527,-87.71429395741914,Entire home/apt,,32,0,,,1,0,0,
888970033466730041,Comfortable Shared Space - Close to Transportation,691000,Antoinette,,Auburn Gresham,41.75485659988594,-87.65459087115875,Shared room,33,32,1,2024-02-13,0.08,3,364,0,R17000014173
889022995844018903,New 2nd Floor Suit.,513431472,Casper,,Portage Park,41.96084405928187,-87.76704658832523,Entire home/apt,134,1,33,2025-03-01,1.50,2,360,18,R23000101297
889181383928955258,"Chi-Town By Down Town (Snacks, Garage, Security +)",358596689,Jessica,,West Garfield Park,41.8771,-87.72677,Entire home/apt,,2,14,2023-10-09,0.63,1,0,0,R23000101676
889218553710514752,5 Bedroom Modern Home Located West of Wrigleyville,514284397,Shama,,Irving Park,41.9535404970728,-87.72542954272859,Entire home/apt,174,3,42,2025-03-03,2.03,1,264,30,R23000101300
889292910009850488,Colorful Bucktown Garden Apartment,204236234,John,,Logan Square,41.91449,-87.68389,Entire home/apt,110,2,86,2025-03-04,3.94,1,125,42,R23000101630
889363292218853615,Roscoe Flat 5 min walk to Wrigley Field,130968209,Carlos,,Lake View,41.9437103,-87.655821,Entire home/apt,231,1,46,2025-01-05,2.28,7,297,30,R23000100090
889712285509752503,"Designer 3 Bedroom, 2 Bathroom, Amazing Location!",19645168,Brandon,,Lake View,41.93581446207185,-87.65897273007339,Entire home/apt,350,2,55,2025-02-21,2.54,18,158,26,R23000101957
889756069569763423,Lavish Home @ The Belle in Chicago's West Town,732200,Florin,,West Town,41.89717599999999,-87.6557064,Entire home/apt,362,1,30,2025-01-19,2.99,5,228,30,R24000114418
889875107763870675,Beautiful Rustic Mix,413398063,Destinee,,East Garfield Park,41.87637603035998,-87.69842037963231,Entire home/apt,249,3,1,2023-07-10,0.05,3,248,0,R23000104841
890660274564441782,"Historic House w/ Hot Tub, 3 miles west of Wrigley",70139693,Andrea,,Irving Park,41.95035306160853,-87.7315475922486,Entire home/apt,380,2,7,2024-08-18,0.43,1,127,5,R23000098348
890820018010863010,"Trendy apt,15mins to downtwn",175692579,Max,,Douglas,41.83319602499348,-87.6194016062954,Entire home/apt,120,30,9,2024-12-05,0.44,5,71,4,R20000054504
890883749036619495,Comfy & Modern 3BR Home | Wifi | Free Parking,452122854,Seven Properties,,Near West Side,41.87219780290113,-87.68588441232308,Entire home/apt,131,1,20,2024-12-01,0.95,4,340,13,R24000118359
891461583289104726,"2BR Urban Gem in Logan Square, Pet Friendly!",489913539,Nick And Ney,,Humboldt Park,41.913314236097186,-87.71838710570452,Entire home/apt,160,1,98,2025-02-27,4.49,1,37,53,R24000115655
891507933940492092,Charming Home | Heart of Chicago | Parking | WiFi,83805549,Tony,,Brighton Park,41.817,-87.69199,Entire home/apt,81,1,74,2025-03-05,3.78,2,235,48,R23000103805
891944139791116055,3BR Entire Condo/United Center/Free Parking,141909027,Jay,,Near West Side,41.8808783,-87.6869842,Entire home/apt,181,1,58,2025-02-26,2.74,1,343,29,R23000102738
892300665013090229,"2 BDRM Near CTA to West Loop & DT, No Cleaning Fee",48614814,Sinclair,,Lower West Side,41.85399128007675,-87.67041877549889,Entire home/apt,121,2,42,2024-12-19,1.95,1,169,29,R23000101916
892323934232221188,McCormick 2br/2ba Oasis Parking/Patio/Gym/sleeps 6,370154553,Innesa,,Near South Side,41.853095848950666,-87.62374332823572,Entire home/apt,160,2,48,2025-03-05,2.22,24,341,32,2792126
892599651742390800,WRP Getaway,141044112,Jennifer,,West Ridge,42.013938,-87.7070109,Entire home/apt,650,3,0,,,1,365,0,R23000106843
892692713809959398,Modern 3 Bedroom Close to Downtown Chicago,11054669,Kevin,,Grand Boulevard,41.82159,-87.62135,Entire home/apt,186,2,29,2024-12-03,1.31,3,0,11,R23000101778
892789251039491169,Spacious & Inviting 1BR Apt in Chicago,327709604,Kara And Alex,,Irving Park,41.95898,-87.73033,Entire home/apt,65,1,45,2025-02-17,2.14,8,158,30,R23000104581
892860691556845982,Cabin 105 at 747 Lofts,395806758,747 Lofts Concierge,,West Town,41.89581,-87.65577,Entire home/apt,40,2,28,2025-02-26,1.29,22,348,17,2780536
892923767423038392,Heart of Pilsen,288222266,Christopher,,Lower West Side,41.8533675,-87.6690821,Entire home/apt,79,2,93,2025-03-04,4.27,1,181,55,R23000102186
893004246694837011,23rd Pl 1D,21891111,Ming,,Lower West Side,41.84903,-87.68492,Private room,,5,2,2024-11-12,0.09,8,0,1,R22000081054
893410167893705135,3-level Townhouse in the Heart of Lincoln Park,2617117,Lauren,,Lincoln Park,41.92387,-87.64569,Entire home/apt,230,60,1,2024-11-16,0.25,1,178,1,
894323828435803423,1st Room @93rd,505440643,Tamara,,Chatham,41.72609,-87.60638,Private room,306,2,3,2024-08-04,0.31,4,365,3,R23000099227
894330594462035934,House on Taylor,413497198,Simmie,,Near West Side,41.86802849434551,-87.68620164307616,Entire home/apt,791,32,0,,,1,365,0,
894347541564904373,Private Room,208543311,Chris,,Pullman,41.70259,-87.60348,Private room,49,33,0,,,3,365,0,
894490633554738241,Chicago Brownstone 8,139903100,Carl,,New City,41.793916153130716,-87.67487106209484,Private room,45,2,11,2024-10-07,0.56,8,365,9,R24000118696
894774932883016783,"Blueground | Edgewater, gym, deck & lounge, nr L",107434423,Blueground,,Edgewater,41.9839704,-87.655453,Entire home/apt,126,32,0,,,597,0,0,
894888182131216687,Heart of Lincoln Park w/ Parking,515534327,Inga,,Lincoln Park,41.921573858508395,-87.6502558576035,Entire home/apt,200,3,42,2025-02-23,1.92,1,314,23,R23000097812
895079045075282991,Luxurious boho apt w/ vaulted ceiling,2553998,Jessica,,Near West Side,41.8725236,-87.6541249,Entire home/apt,250,3,3,2024-07-10,0.14,1,25,1,R23000102203
895554734730702580,Stylish Garden Apartment | Stay by United Center,491707654,Awayo,,Near West Side,41.88094,-87.68451,Entire home/apt,231,2,35,2025-03-04,1.61,4,349,19,R22000086862
895994885036649235,Lincoln Square true Chi-gem location EZ parking,316480624,Joseph,,Lincoln Square,41.96274781239468,-87.68342973231175,Entire home/apt,63,1,27,2025-02-16,1.59,11,2,17,R22000092008
896622548424447244,Wrigleyville Single Family,55574851,Alan,,Lake View,41.95075780545525,-87.65794666499903,Entire home/apt,,2,54,2025-01-05,2.52,1,105,28,R22000085558
897040971540183175,Travel To Chicago New City,9039008,Phoukhong,,New City,41.810314802249394,-87.66687589852239,Entire home/apt,107,1,63,2025-02-21,3.23,1,308,49,R23000106247
897112829039880213,Sanctuary in South Shore,124783073,Bethany,,South Shore,41.7554763,-87.5757332,Entire home/apt,189,1,10,2024-10-13,0.51,1,161,7,R23000098636
897365153497672853,Upscale Chicago Condo near Downtown | Walk to CTA,311257088,Dave,,Near West Side,41.87533716140867,-87.68897724798262,Entire home/apt,219,1,1,2024-03-18,0.08,3,1,1,R22000080006
897417528609036533,Spacious and private apartment in Chicago,480106904,Claudia,,Austin,41.912472987751975,-87.7499288335576,Entire home/apt,84,1,17,2025-02-24,1.21,2,74,13,R22000088359
897542181554372210,"Blueground | Gold Coast, gym, nr park & beach",107434423,Blueground,,Near North Side,41.9080259,-87.62638960000001,Entire home/apt,152,32,0,,,597,236,0,
897751089784730313,Retro 2 bedroom bungalow in Chicago (Avondale),473353379,Kerena,,Avondale,41.93782389740788,-87.7245544775653,Entire home/apt,81,2,48,2025-01-20,2.26,1,341,30,R24000118181
897831204090859929,Skyline Oasis: City & Lake Views,516190681,Johana,,Near West Side,41.88739,-87.64973,Entire home/apt,314,1,24,2025-02-16,1.13,1,159,14,R23000102750
897833280347435563,McCormick 6B/4Ba Luxury Suite w Jacuzzi/Group stay,395498979,Milan,,Near South Side,41.853693693419096,-87.62344011715805,Entire home/apt,,2,71,2025-02-22,3.32,69,314,38,2792126
897917748902312174,Sheridan Beach Apartment,374229011,Amy,,Rogers Park,42.00927038151074,-87.66276815137677,Entire home/apt,91,1,31,2025-02-23,1.66,1,172,25,R23000106824
898466186903072118,Super Comfortable Two-Level Apt,19645168,Brandon,,Lake View,41.948941062863454,-87.66062020762388,Entire home/apt,383,2,38,2025-02-23,1.97,18,228,23,R23000103735
898543788176777504,Your Home Away from home -12 mins from Downtown,516363194,Steve,,New City,41.80476932448033,-87.64340661773544,Entire home/apt,269,2,25,2024-10-15,1.35,1,356,20,R24000118312
899155407352514427,Bucktown Private Condo,516497379,Reiss,,Logan Square,41.9175845,-87.67577469999999,Entire home/apt,140,2,11,2025-01-06,0.93,1,244,11,R23000109595
899292016907591427,Apartment in Chicago | Stores/bars/trains nearby,153832517,Shassel,,Avondale,41.94140329058047,-87.71645676344633,Entire home/apt,120,1,25,2024-10-20,1.25,1,87,17,R23000102399
899370629988417105,Private room- Prime Location (A),156234656,Danica,,Lake View,41.93621,-87.65948,Private room,,7,28,2024-05-26,1.31,7,1,5,R23000102474
899496155500753527,Luxury Condo w/ HOT TUB and Stunning Roof Top Deck,4483032,James,,West Town,41.90615,-87.66807,Entire home/apt,363,2,36,2024-12-31,1.71,3,361,19,R23000099934
899544156282323531,Elegant 2-bed/2-bath in the heart of Uptown,209611929,Seun,,Uptown,41.969719072217444,-87.65222535221923,Entire home/apt,148,3,66,2025-02-19,3.11,1,261,43,R23000102253
899570857858967003,Wicker Pk 2-Bdrms St Paddy’s Day 99.00 March 17-19,267737048,Cheryl,,West Town,41.89753,-87.66402,Entire home/apt,167,2,28,2025-01-02,1.91,2,251,26,R23000103851
899570869013091129,2-bdrm Wicker Park Weekday Special March 17-20 $99,267737048,Cheryl,,West Town,41.897010507562484,-87.66523353068847,Entire home/apt,141,2,51,2024-11-30,2.47,2,184,31,R23000103851
899896319161551202,2nd Room,505440643,Tamara,,Chatham,41.72539196602762,-87.60650427239071,Private room,368,1,5,2024-08-04,0.23,4,364,1,R23000099227
900027751786038180,Modern Lux 2bd/2ba Bright Condo,235678953,Patty,,Near West Side,41.8833,-87.67965,Entire home/apt,131,32,73,2024-08-22,3.38,27,325,16,R24000114609
900273084979590877,Entire Luxury Home: Private Gym,516754623,Adeoye,,Grand Boulevard,41.80359,-87.6119,Entire home/apt,451,2,49,2025-02-02,2.27,1,154,34,R22000093215
900280010278960472,Lux 2Bed2Bath W/Balcony Gym Pool,24388042,DeLuxe,,Near North Side,41.89341,-87.61958,Entire home/apt,475,32,2,2025-01-02,0.25,11,332,2,
900354720879021618,Hyde Park Home,275684350,Sherif,,Hyde Park,41.79448989999999,-87.5820495,Entire home/apt,104,2,4,2023-08-21,0.19,1,69,0,R23000102680
900635785302779514,Modern New 3BR Condo | United Center | Balcony,235678953,Patty,,Near West Side,41.8833,-87.67965,Entire home/apt,258,32,62,2025-02-21,2.85,27,2,19,R24000114609
900664326551405325,Room3,505440643,Tamara,,Chatham,41.72644320804288,-87.60434900729693,Private room,49,3,8,2024-09-01,0.38,4,364,4,R23000099227
900780652938010521,New Garden style 2bedroom 2baths Apartment Near DT,11120895,Louis,,Near West Side,41.87493,-87.68921,Entire home/apt,152,2,68,2025-02-24,3.15,7,322,38,R21000072889
901343780160267535,Spacious and Cozy 3BR  Apt Near ORD / Metra,516969198,Piotr,,Norwood Park,41.99302,-87.78519,Entire home/apt,163,1,69,2025-03-02,3.34,1,54,43,R22000084547
901373216468992285,Stunning Suite @ Hotel Nemo CHI,2619611,Andrew,,West Town,41.90173,-87.67108,Entire home/apt,,2,17,2024-12-27,0.98,10,0,11,R23000102252
901677059567040702,"Queen Beds, EV Charging, Near Train: Luxury Stay",131317695,Michael H,,Avondale,41.93399187528214,-87.70266954417502,Entire home/apt,299,2,54,2025-03-02,4.03,1,149,48,R23000111902
902010626468811080,embassy suit LLC,166653554,Oluseyi,,New City,41.80004,-87.67126,Entire home/apt,80,32,1,2023-10-20,0.06,1,312,0,
902095290928524684,West Town Modern Garden 1,500347797,Julian,,West Town,41.902810047947504,-87.70167712122202,Entire home/apt,94,1,50,2025-03-02,2.48,1,144,30,R23000104954
902103049718395074,Nice room in Rogers Park,479706697,Armando,,Rogers Park,42.01349406126441,-87.66826722718989,Private room,39,32,1,2023-09-28,0.06,6,70,0,
902142120588141891,"W2 Walk to train, park Mins to DT next to Universi",92129084,Russell J,,Washington Park,41.79276893758118,-87.61604886421868,Entire home/apt,90,2,70,2025-02-24,3.25,7,75,41,R23000096838
902145091833204001,McCormick 3B/2Ba w 6 twins & Sofa bed/Opt parking,395498979,Milan,,Near South Side,41.855812206440675,-87.6235601896207,Entire home/apt,333,2,48,2025-02-09,2.27,69,328,28,2792126
902273812442510813,UIC. 18th st. 1/2block Pink Line.,1385332,Pattaraporn,,Lower West Side,41.85914,-87.67045,Private room,50,32,5,2025-02-01,0.33,18,346,4,
902288828828636529,Rustic Sanctuary,225448452,Cynthia,,West Town,41.89465,-87.6898,Entire home/apt,270,1,20,2024-11-04,0.95,1,357,15,R23000103860
902377066235617518,Logan Square Oasis,14988400,Sharon,,West Town,41.9119932,-87.6925777,Entire home/apt,,2,48,2025-01-19,2.25,5,0,26,R23000101928
902523889118644516,Make Memories at Casa Maplewood. Rooftop+Garage.,517271687,Yesenia,,West Town,41.909286,-87.69057579999999,Entire home/apt,631,2,5,2024-07-28,0.29,6,126,3,R24000115444
902824722083346695,Logandale Studio,5819969,Lisa,,Logan Square,41.93185005026069,-87.70691574540764,Entire home/apt,113,1,33,2025-03-09,1.64,1,73,27,R23000104421
903081205636636005,Travel Nurse/ Health Professional Apartment 2E,208577711,Tenna',,Grand Boulevard,41.804199712540495,-87.60693372809466,Entire home/apt,226,32,0,,,2,365,0,
903169242383119644,Rodriguez Home - Bedroom B,1443635,David,,Lower West Side,41.85598,-87.66747,Private room,61,2,6,2024-10-26,0.31,2,183,4,R24000118738
903591422099598338,Luxéry Stay South Loop - McCormick/WinTrust Area,457835507,Patricia,,Near South Side,41.85381264600379,-87.62256007249918,Entire home/apt,,2,23,2025-01-01,1.11,7,282,20,R22000086808
903818441033819418,Comfy Solar & Green 2BR Near Hot Hyde Park!,114672515,Adam,,Woodlawn,41.77768,-87.61152,Entire home/apt,131,2,61,2025-03-01,2.98,1,1,38,R23000103454
904234320459893593,Brownstone Condo 1,139903100,Carl,,West Englewood,41.79245,-87.67482,Private room,54,1,6,2024-08-12,0.31,8,365,2,R24000118696
904376450165385857,Newly Updated Vintage 6 Bedroom Single Family Home,138122970,Shabbir,,Near West Side,41.87079,-87.68479,Entire home/apt,614,1,39,2025-01-03,1.86,1,244,28,R24000119607
904418978771117050,McCormick 5B/3Ba Luxury Suite for groups/12 guests,395498979,Milan,,Near South Side,41.853565804002386,-87.62516638410449,Entire home/apt,,2,22,2025-03-04,1.04,69,322,15,2792126
904618469567962173,Fun! Warm! Centrally Located Wicker Park/2BR,70332680,Lina,,West Town,41.90533302122145,-87.66639106514144,Entire home/apt,137,3,32,2025-03-03,1.53,5,78,25,R23000102668
904669763458045636,Historic Charm Near Shops &Parks and UChicago,485565209,Rabeeha,,Kenwood,41.808323,-87.59749049999999,Entire home/apt,93,2,30,2024-11-18,1.39,12,0,16,R22000090105
905061654202270134,"Enjoy a Hassle-Free Stay! Onsite Pool, Parking",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,999,1,1,2024-08-05,0.14,11,0,1,2863615
905062061591633051,"Proximity At its Best! Parking, Onsite Pool",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,999,1,0,,,11,0,0,2863615
905062144960239366,Ensuring a Very Comfortable & Memorable Stay! Pool,25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905062563622166187,"Pleasant Stay, Convenient Location! Onsite Pool",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,999,1,0,,,11,0,0,2863615
905062664900490210,"Comfort and Relaxation! Parking, Near Navy Pier",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,999,1,8,2024-08-29,0.48,11,0,5,2863615
905063503492183947,"Prime Location! Onsite Pool, Near Willis Tower",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905063580217104742,Conveniently To Excellent Transportation! Pool,25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905063705455501417,"Make Your Trip More Enjoyable! Pool, Parking",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905064058428432388,"Enjoy a Hassle-Free Stay! Onsite Pool, Parking",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905064212562396056,"Proximity At its Best! Parking, Onsite Pool",25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905064695316701662,Ensuring a Very Comfortable & Memorable Stay! Pool,25138314,RoomPicks By Antony,,Near North Side,41.89297,-87.61983,Hotel room,799,1,0,,,11,0,0,2863615
905073165997588103,Pet-Friendly Urban Chicago Vacation Rental Condo,121719854,Evolve,,Rogers Park,42.01606,-87.66389,Entire home/apt,108,2,11,2025-03-04,0.69,25,300,8,R23000101625
905079624069976498,Private Room in Norwood Park,128265803,Victor,,Norwood Park,41.99601406539701,-87.78663839917725,Private room,39,2,8,2024-12-31,0.49,13,59,2,R23000109078
